State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,Gender,Type,Rate
31,1,District - Lakshadweep,Rural,40-49,Male,In speech,5
31,1,District - Lakshadweep,Rural,50-59,Male,In speech,0
31,1,District - Lakshadweep,Rural,60-69,Male,In speech,0
31,1,District - Lakshadweep,Rural,70-79,Male,In speech,0
31,1,District - Lakshadweep,Rural,80-89,Male,In speech,0
31,1,District - Lakshadweep,Rural,90+,Male,In speech,0
31,1,District - Lakshadweep,Rural,Age not stated,Male,In speech,0
31,1,District - Lakshadweep,Urban,0-4,Male,In speech,4
31,1,District - Lakshadweep,Urban,5-9,Male,In speech,11
31,1,District - Lakshadweep,Urban,10-19,Male,In speech,16
31,1,District - Lakshadweep,Urban,20-29,Male,In speech,17
31,1,District - Lakshadweep,Urban,30-39,Male,In speech,7
31,1,District - Lakshadweep,Urban,40-49,Male,In speech,4
31,1,District - Lakshadweep,Urban,50-59,Male,In speech,3
31,1,District - Lakshadweep,Urban,60-69,Male,In speech,2
31,1,District - Lakshadweep,Urban,70-79,Male,In speech,0
31,1,District - Lakshadweep,Urban,80-89,Male,In speech,0
31,1,District - Lakshadweep,Urban,90+,Male,In speech,0
31,1,District - Lakshadweep,Urban,Age not stated,Male,In speech,0
31,1,District - Lakshadweep,Rural,0-4,Female,In speech,1
31,1,District - Lakshadweep,Rural,5-9,Female,In speech,8
31,1,District - Lakshadweep,Rural,10-19,Female,In speech,15
31,1,District - Lakshadweep,Rural,20-29,Female,In speech,7
31,1,District - Lakshadweep,Rural,30-39,Female,In speech,7
31,1,District - Lakshadweep,Rural,40-49,Female,In speech,2
31,1,District - Lakshadweep,Rural,50-59,Female,In speech,2
31,1,District - Lakshadweep,Rural,60-69,Female,In speech,0
31,1,District - Lakshadweep,Rural,70-79,Female,In speech,0
31,1,District - Lakshadweep,Rural,80-89,Female,In speech,0
31,1,District - Lakshadweep,Rural,90+,Female,In speech,0
31,1,District - Lakshadweep,Rural,Age not stated,Female,In speech,0
31,1,District - Lakshadweep,Urban,0-4,Female,In speech,0
31,1,District - Lakshadweep,Urban,5-9,Female,In speech,4
31,1,District - Lakshadweep,Urban,10-19,Female,In speech,13
31,1,District - Lakshadweep,Urban,20-29,Female,In speech,5
31,1,District - Lakshadweep,Urban,30-39,Female,In speech,6
31,1,District - Lakshadweep,Urban,40-49,Female,In speech,1
31,1,District - Lakshadweep,Urban,50-59,Female,In speech,4
31,1,District - Lakshadweep,Urban,60-69,Female,In speech,3
31,1,District - Lakshadweep,Urban,70-79,Female,In speech,1
31,1,District - Lakshadweep,Urban,80-89,Female,In speech,1
31,1,District - Lakshadweep,Urban,90+,Female,In speech,0
31,1,District - Lakshadweep,Urban,Age not stated,Female,In speech,0
31,1,District - Lakshadweep,Rural,0-4,Male,In hearing,0
31,1,District - Lakshadweep,Rural,5-9,Male,In hearing,11
31,1,District - Lakshadweep,Rural,10-19,Male,In hearing,9
31,1,District - Lakshadweep,Rural,20-29,Male,In hearing,7
31,1,District - Lakshadweep,Rural,30-39,Male,In hearing,7
31,1,District - Lakshadweep,Rural,40-49,Male,In hearing,7
31,1,District - Lakshadweep,Rural,50-59,Male,In hearing,5
31,1,District - Lakshadweep,Rural,60-69,Male,In hearing,0
31,1,District - Lakshadweep,Rural,70-79,Male,In hearing,1
31,1,District - Lakshadweep,Rural,80-89,Male,In hearing,2
31,1,District - Lakshadweep,Rural,90+,Male,In hearing,1
31,1,District - Lakshadweep,Rural,Age not stated,Male,In hearing,0
31,1,District - Lakshadweep,Urban,0-4,Male,In hearing,0
31,1,District - Lakshadweep,Urban,5-9,Male,In hearing,2
31,1,District - Lakshadweep,Urban,10-19,Male,In hearing,11
31,1,District - Lakshadweep,Urban,20-29,Male,In hearing,3
31,1,District - Lakshadweep,Urban,30-39,Male,In hearing,4
31,1,District - Lakshadweep,Urban,40-49,Male,In hearing,2
31,1,District - Lakshadweep,Urban,50-59,Male,In hearing,1
31,1,District - Lakshadweep,Urban,60-69,Male,In hearing,0
31,1,District - Lakshadweep,Urban,70-79,Male,In hearing,1
31,1,District - Lakshadweep,Urban,80-89,Male,In hearing,2
31,1,District - Lakshadweep,Urban,90+,Male,In hearing,0
31,1,District - Lakshadweep,Urban,Age not stated,Male,In hearing,0
31,1,District - Lakshadweep,Rural,0-4,Female,In hearing,0
31,1,District - Lakshadweep,Rural,5-9,Female,In hearing,3
31,1,District - Lakshadweep,Rural,10-19,Female,In hearing,11
31,1,District - Lakshadweep,Rural,20-29,Female,In hearing,12
31,1,District - Lakshadweep,Rural,30-39,Female,In hearing,5
31,1,District - Lakshadweep,Rural,40-49,Female,In hearing,4
31,1,District - Lakshadweep,Rural,50-59,Female,In hearing,6
31,1,District - Lakshadweep,Rural,60-69,Female,In hearing,6
31,1,District - Lakshadweep,Rural,70-79,Female,In hearing,1
31,1,District - Lakshadweep,Rural,80-89,Female,In hearing,0
31,1,District - Lakshadweep,Rural,90+,Female,In hearing,0
31,1,District - Lakshadweep,Rural,Age not stated,Female,In hearing,0
31,1,District - Lakshadweep,Urban,0-4,Female,In hearing,0
31,1,District - Lakshadweep,Urban,5-9,Female,In hearing,6
31,1,District - Lakshadweep,Urban,10-19,Female,In hearing,8
31,1,District - Lakshadweep,Urban,20-29,Female,In hearing,1
31,1,District - Lakshadweep,Urban,30-39,Female,In hearing,2
31,1,District - Lakshadweep,Urban,40-49,Female,In hearing,0
31,1,District - Lakshadweep,Urban,50-59,Female,In hearing,2
31,1,District - Lakshadweep,Urban,60-69,Female,In hearing,1
31,1,District - Lakshadweep,Urban,70-79,Female,In hearing,2
31,1,District - Lakshadweep,Urban,80-89,Female,In hearing,1
31,1,District - Lakshadweep,Urban,90+,Female,In hearing,0
31,1,District - Lakshadweep,Urban,Age not stated,Female,In hearing,0
31,1,District - Lakshadweep,Rural,0-4,Male,In movement,4
31,1,District - Lakshadweep,Rural,5-9,Male,In movement,5
31,1,District - Lakshadweep,Rural,10-19,Male,In movement,30
31,1,District - Lakshadweep,Rural,20-29,Male,In movement,35
31,1,District - Lakshadweep,Rural,30-39,Male,In movement,21
31,1,District - Lakshadweep,Rural,40-49,Male,In movement,12
31,1,District - Lakshadweep,Rural,50-59,Male,In movement,31
31,1,District - Lakshadweep,Rural,60-69,Male,In movement,20
31,1,District - Lakshadweep,Rural,70-79,Male,In movement,7
31,1,District - Lakshadweep,Rural,80-89,Male,In movement,2
31,1,District - Lakshadweep,Rural,90+,Male,In movement,0
31,1,District - Lakshadweep,Rural,Age not stated,Male,In movement,0
31,1,District - Lakshadweep,Urban,0-4,Male,In movement,4
31,1,District - Lakshadweep,Urban,5-9,Male,In movement,3
31,1,District - Lakshadweep,Urban,10-19,Male,In movement,23
31,1,District - Lakshadweep,Urban,20-29,Male,In movement,23
31,1,District - Lakshadweep,Urban,30-39,Male,In movement,12
31,1,District - Lakshadweep,Urban,40-49,Male,In movement,14
31,1,District - Lakshadweep,Urban,50-59,Male,In movement,21
31,1,District - Lakshadweep,Urban,60-69,Male,In movement,21
31,1,District - Lakshadweep,Urban,70-79,Male,In movement,9
31,1,District - Lakshadweep,Urban,80-89,Male,In movement,7
31,1,District - Lakshadweep,Urban,90+,Male,In movement,0
31,1,District - Lakshadweep,Urban,Age not stated,Male,In movement,0
31,1,District - Lakshadweep,Rural,0-4,Female,In movement,5
31,1,District - Lakshadweep,Rural,5-9,Female,In movement,12
31,1,District - Lakshadweep,Rural,10-19,Female,In movement,18
31,1,District - Lakshadweep,Rural,20-29,Female,In movement,25
31,1,District - Lakshadweep,Rural,30-39,Female,In movement,17
31,1,District - Lakshadweep,Rural,40-49,Female,In movement,16
31,1,District - Lakshadweep,Rural,50-59,Female,In movement,7
31,1,District - Lakshadweep,Rural,60-69,Female,In movement,17
31,1,District - Lakshadweep,Rural,70-79,Female,In movement,4
31,1,District - Lakshadweep,Rural,80-89,Female,In movement,2
31,1,District - Lakshadweep,Rural,90+,Female,In movement,1
31,1,District - Lakshadweep,Rural,Age not stated,Female,In movement,0
31,1,District - Lakshadweep,Urban,0-4,Female,In movement,4
31,1,District - Lakshadweep,Urban,5-9,Female,In movement,4
31,1,District - Lakshadweep,Urban,10-19,Female,In movement,15
31,1,District - Lakshadweep,Urban,20-29,Female,In movement,12
31,1,District - Lakshadweep,Urban,30-39,Female,In movement,6
31,1,District - Lakshadweep,Urban,40-49,Female,In movement,8
31,1,District - Lakshadweep,Urban,50-59,Female,In movement,9
31,1,District - Lakshadweep,Urban,60-69,Female,In movement,7
31,1,District - Lakshadweep,Urban,70-79,Female,In movement,6
31,1,District - Lakshadweep,Urban,80-89,Female,In movement,5
31,1,District - Lakshadweep,Urban,90+,Female,In movement,1
31,1,District - Lakshadweep,Urban,Age not stated,Female,In movement,0
31,1,District - Lakshadweep,Rural,0-4,Male,Mental,2
31,1,District - Lakshadweep,Rural,5-9,Male,Mental,6
31,1,District - Lakshadweep,Rural,10-19,Male,Mental,16
31,1,District - Lakshadweep,Rural,20-29,Male,Mental,11
31,1,District - Lakshadweep,Rural,30-39,Male,Mental,13
31,1,District - Lakshadweep,Rural,40-49,Male,Mental,4
31,1,District - Lakshadweep,Rural,50-59,Male,Mental,2
31,1,District - Lakshadweep,Rural,60-69,Male,Mental,2
31,1,District - Lakshadweep,Rural,70-79,Male,Mental,1
31,1,District - Lakshadweep,Rural,80-89,Male,Mental,0
31,1,District - Lakshadweep,Rural,90+,Male,Mental,0
31,1,District - Lakshadweep,Rural,Age not stated,Male,Mental,0
31,1,District - Lakshadweep,Urban,0-4,Male,Mental,0
31,1,District - Lakshadweep,Urban,5-9,Male,Mental,3
31,1,District - Lakshadweep,Urban,10-19,Male,Mental,14
31,1,District - Lakshadweep,Urban,20-29,Male,Mental,9
31,1,District - Lakshadweep,Urban,30-39,Male,Mental,6
31,1,District - Lakshadweep,Urban,40-49,Male,Mental,8
31,1,District - Lakshadweep,Urban,50-59,Male,Mental,0
31,1,District - Lakshadweep,Urban,60-69,Male,Mental,2
31,1,District - Lakshadweep,Urban,70-79,Male,Mental,0
31,1,District - Lakshadweep,Urban,80-89,Male,Mental,0
31,1,District - Lakshadweep,Urban,90+,Male,Mental,0
31,1,District - Lakshadweep,Urban,Age not stated,Male,Mental,0
31,1,District - Lakshadweep,Rural,0-4,Female,Mental,0
31,1,District - Lakshadweep,Rural,5-9,Female,Mental,5
31,1,District - Lakshadweep,Rural,10-19,Female,Mental,8
31,1,District - Lakshadweep,Rural,20-29,Female,Mental,10
31,1,District - Lakshadweep,Rural,30-39,Female,Mental,13
31,1,District - Lakshadweep,Rural,40-49,Female,Mental,13
31,1,District - Lakshadweep,Rural,50-59,Female,Mental,13
31,1,District - Lakshadweep,Rural,60-69,Female,Mental,4
31,1,District - Lakshadweep,Rural,70-79,Female,Mental,3
31,1,District - Lakshadweep,Rural,80-89,Female,Mental,0
31,1,District - Lakshadweep,Rural,90+,Female,Mental,0
31,1,District - Lakshadweep,Rural,Age not stated,Female,Mental,0
31,1,District - Lakshadweep,Urban,0-4,Female,Mental,0
31,1,District - Lakshadweep,Urban,5-9,Female,Mental,0
31,1,District - Lakshadweep,Urban,10-19,Female,Mental,11
31,1,District - Lakshadweep,Urban,20-29,Female,Mental,6
31,1,District - Lakshadweep,Urban,30-39,Female,Mental,8
31,1,District - Lakshadweep,Urban,40-49,Female,Mental,7
31,1,District - Lakshadweep,Urban,50-59,Female,Mental,9
31,1,District - Lakshadweep,Urban,60-69,Female,Mental,4
31,1,District - Lakshadweep,Urban,70-79,Female,Mental,3
31,1,District - Lakshadweep,Urban,80-89,Female,Mental,0
31,1,District - Lakshadweep,Urban,90+,Female,Mental,0
31,1,District - Lakshadweep,Urban,Age not stated,Female,Mental,0
