State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,Gender,Type,Rate
21,3,District - Bargarh  *,Urban,5-9,Male,In seeing,190
21,3,District - Bargarh  *,Urban,10-19,Male,In seeing,430
21,3,District - Bargarh  *,Urban,20-29,Male,In seeing,411
21,3,District - Bargarh  *,Urban,30-39,Male,In seeing,364
21,3,District - Bargarh  *,Urban,40-49,Male,In seeing,296
21,3,District - Bargarh  *,Urban,50-59,Male,In seeing,158
21,3,District - Bargarh  *,Urban,60-69,Male,In seeing,122
21,3,District - Bargarh  *,Urban,70-79,Male,In seeing,70
21,3,District - Bargarh  *,Urban,80-89,Male,In seeing,8
21,3,District - Bargarh  *,Urban,90+,Male,In seeing,12
21,3,District - Bargarh  *,Urban,Age not stated,Male,In seeing,8
21,4,District - Bargarh  *,Rural,0-4,Male,In seeing,204
21,4,District - Bargarh  *,Rural,5-9,Male,In seeing,280
21,4,District - Bargarh  *,Rural,10-19,Male,In seeing,424
21,4,District - Bargarh  *,Rural,20-29,Male,In seeing,372
21,4,District - Bargarh  *,Rural,30-39,Male,In seeing,547
21,4,District - Bargarh  *,Rural,40-49,Male,In seeing,479
21,4,District - Bargarh  *,Rural,50-59,Male,In seeing,273
21,4,District - Bargarh  *,Rural,60-69,Male,In seeing,316
21,4,District - Bargarh  *,Rural,70-79,Male,In seeing,176
21,4,District - Bargarh  *,Rural,80-89,Male,In seeing,61
21,4,District - Bargarh  *,Rural,90+,Male,In seeing,15
21,4,District - Bargarh  *,Rural,Age not stated,Male,In seeing,13
21,4,District - Bargarh  *,Urban,0-4,Male,In seeing,4
21,4,District - Bargarh  *,Urban,5-9,Male,In seeing,10
21,4,District - Bargarh  *,Urban,10-19,Male,In seeing,17
21,4,District - Bargarh  *,Urban,20-29,Male,In seeing,22
21,4,District - Bargarh  *,Urban,30-39,Male,In seeing,17
21,4,District - Bargarh  *,Urban,40-49,Male,In seeing,23
21,4,District - Bargarh  *,Urban,50-59,Male,In seeing,12
21,4,District - Bargarh  *,Urban,60-69,Male,In seeing,12
21,4,District - Bargarh  *,Urban,70-79,Male,In seeing,8
21,4,District - Bargarh  *,Urban,80-89,Male,In seeing,5
21,4,District - Bargarh  *,Urban,90+,Male,In seeing,2
21,4,District - Bargarh  *,Urban,Age not stated,Male,In seeing,0
21,5,District - Bargarh  *,Rural,0-4,Male,In seeing,421
21,5,District - Bargarh  *,Rural,5-9,Male,In seeing,511
21,5,District - Bargarh  *,Rural,10-19,Male,In seeing,920
21,5,District - Bargarh  *,Rural,20-29,Male,In seeing,753
21,5,District - Bargarh  *,Rural,30-39,Male,In seeing,765
21,5,District - Bargarh  *,Rural,40-49,Male,In seeing,741
21,5,District - Bargarh  *,Rural,50-59,Male,In seeing,544
21,5,District - Bargarh  *,Rural,60-69,Male,In seeing,730
21,5,District - Bargarh  *,Rural,70-79,Male,In seeing,503
21,5,District - Bargarh  *,Rural,80-89,Male,In seeing,181
21,5,District - Bargarh  *,Rural,90+,Male,In seeing,46
21,5,District - Bargarh  *,Rural,Age not stated,Male,In seeing,23
21,5,District - Bargarh  *,Urban,0-4,Male,In seeing,256
21,5,District - Bargarh  *,Urban,5-9,Male,In seeing,357
21,5,District - Bargarh  *,Urban,10-19,Male,In seeing,752
21,5,District - Bargarh  *,Urban,20-29,Male,In seeing,738
21,5,District - Bargarh  *,Urban,30-39,Male,In seeing,709
21,5,District - Bargarh  *,Urban,40-49,Male,In seeing,566
21,5,District - Bargarh  *,Urban,50-59,Male,In seeing,313
21,5,District - Bargarh  *,Urban,60-69,Male,In seeing,226
21,5,District - Bargarh  *,Urban,70-79,Male,In seeing,95
21,5,District - Bargarh  *,Urban,80-89,Male,In seeing,37
21,5,District - Bargarh  *,Urban,90+,Male,In seeing,12
21,5,District - Bargarh  *,Urban,Age not stated,Male,In seeing,28
21,6,District - Bargarh  *,Rural,0-4,Male,In seeing,470
21,6,District - Bargarh  *,Rural,5-9,Male,In seeing,639
21,6,District - Bargarh  *,Rural,10-19,Male,In seeing,1000
21,6,District - Bargarh  *,Rural,20-29,Male,In seeing,831
21,6,District - Bargarh  *,Rural,30-39,Male,In seeing,1056
21,6,District - Bargarh  *,Rural,40-49,Male,In seeing,850
21,6,District - Bargarh  *,Rural,50-59,Male,In seeing,695
21,6,District - Bargarh  *,Rural,60-69,Male,In seeing,729
21,6,District - Bargarh  *,Rural,70-79,Male,In seeing,532
21,6,District - Bargarh  *,Rural,80-89,Male,In seeing,166
21,6,District - Bargarh  *,Rural,90+,Male,In seeing,38
21,6,District - Bargarh  *,Rural,Age not stated,Male,In seeing,25
21,6,District - Bargarh  *,Urban,0-4,Male,In seeing,171
21,6,District - Bargarh  *,Urban,5-9,Male,In seeing,203
21,6,District - Bargarh  *,Urban,10-19,Male,In seeing,421
21,6,District - Bargarh  *,Urban,20-29,Male,In seeing,239
21,6,District - Bargarh  *,Urban,30-39,Male,In seeing,106
21,6,District - Bargarh  *,Urban,40-49,Male,In seeing,87
21,6,District - Bargarh  *,Urban,50-59,Male,In seeing,60
21,6,District - Bargarh  *,Urban,60-69,Male,In seeing,47
21,6,District - Bargarh  *,Urban,70-79,Male,In seeing,28
21,6,District - Bargarh  *,Urban,80-89,Male,In seeing,8
21,6,District - Bargarh  *,Urban,90+,Male,In seeing,5
21,6,District - Bargarh  *,Urban,Age not stated,Male,In seeing,3
21,7,District - Bargarh  *,Rural,0-4,Male,In seeing,1062
21,7,District - Bargarh  *,Rural,5-9,Male,In seeing,1521
21,7,District - Bargarh  *,Rural,10-19,Male,In seeing,2257
21,7,District - Bargarh  *,Rural,20-29,Male,In seeing,1409
21,7,District - Bargarh  *,Rural,30-39,Male,In seeing,1359
21,7,District - Bargarh  *,Rural,40-49,Male,In seeing,1177
21,7,District - Bargarh  *,Rural,50-59,Male,In seeing,975
21,7,District - Bargarh  *,Rural,60-69,Male,In seeing,1116
21,7,District - Bargarh  *,Rural,70-79,Male,In seeing,735
21,7,District - Bargarh  *,Rural,80-89,Male,In seeing,269
21,7,District - Bargarh  *,Rural,90+,Male,In seeing,63
21,7,District - Bargarh  *,Rural,Age not stated,Male,In seeing,26
21,7,District - Bargarh  *,Urban,0-4,Male,In seeing,50
21,7,District - Bargarh  *,Urban,5-9,Male,In seeing,103
21,7,District - Bargarh  *,Urban,10-19,Male,In seeing,213
21,7,District - Bargarh  *,Urban,20-29,Male,In seeing,134
21,7,District - Bargarh  *,Urban,30-39,Male,In seeing,126
21,7,District - Bargarh  *,Urban,40-49,Male,In seeing,78
21,7,District - Bargarh  *,Urban,50-59,Male,In seeing,65
21,7,District - Bargarh  *,Urban,60-69,Male,In seeing,47
21,7,District - Bargarh  *,Urban,70-79,Male,In seeing,27
21,7,District - Bargarh  *,Urban,80-89,Male,In seeing,14
21,7,District - Bargarh  *,Urban,90+,Male,In seeing,2
21,7,District - Bargarh  *,Urban,Age not stated,Male,In seeing,0
21,8,District - Bargarh  *,Rural,0-4,Male,In seeing,597
21,8,District - Bargarh  *,Rural,5-9,Male,In seeing,827
21,8,District - Bargarh  *,Rural,10-19,Male,In seeing,1578
21,8,District - Bargarh  *,Rural,20-29,Male,In seeing,1378
21,8,District - Bargarh  *,Rural,30-39,Male,In seeing,1425
21,8,District - Bargarh  *,Rural,40-49,Male,In seeing,1222
21,8,District - Bargarh  *,Rural,50-59,Male,In seeing,896
21,8,District - Bargarh  *,Rural,60-69,Male,In seeing,1067
21,8,District - Bargarh  *,Rural,70-79,Male,In seeing,1000
21,8,District - Bargarh  *,Rural,80-89,Male,In seeing,302
21,8,District - Bargarh  *,Rural,90+,Male,In seeing,82
21,8,District - Bargarh  *,Rural,Age not stated,Male,In seeing,12
21,8,District - Bargarh  *,Urban,0-4,Male,In seeing,105
21,8,District - Bargarh  *,Urban,5-9,Male,In seeing,110
21,8,District - Bargarh  *,Urban,10-19,Male,In seeing,298
21,8,District - Bargarh  *,Urban,20-29,Male,In seeing,216
21,8,District - Bargarh  *,Urban,30-39,Male,In seeing,155
21,8,District - Bargarh  *,Urban,40-49,Male,In seeing,144
21,8,District - Bargarh  *,Urban,50-59,Male,In seeing,101
21,8,District - Bargarh  *,Urban,60-69,Male,In seeing,71
21,8,District - Bargarh  *,Urban,70-79,Male,In seeing,68
21,8,District - Bargarh  *,Urban,80-89,Male,In seeing,13
21,8,District - Bargarh  *,Urban,90+,Male,In seeing,4
21,8,District - Bargarh  *,Urban,Age not stated,Male,In seeing,10
21,9,District - Bargarh  *,Rural,0-4,Male,In seeing,881
21,9,District - Bargarh  *,Rural,5-9,Male,In seeing,1198
21,9,District - Bargarh  *,Rural,10-19,Male,In seeing,2145
21,9,District - Bargarh  *,Rural,20-29,Male,In seeing,1549
21,9,District - Bargarh  *,Rural,30-39,Male,In seeing,1695
21,9,District - Bargarh  *,Rural,40-49,Male,In seeing,1465
21,9,District - Bargarh  *,Rural,50-59,Male,In seeing,1048
21,9,District - Bargarh  *,Rural,60-69,Male,In seeing,1116
21,9,District - Bargarh  *,Rural,70-79,Male,In seeing,831
21,9,District - Bargarh  *,Rural,80-89,Male,In seeing,281
21,9,District - Bargarh  *,Rural,90+,Male,In seeing,53
21,9,District - Bargarh  *,Rural,Age not stated,Male,In seeing,18
21,9,District - Bargarh  *,Urban,0-4,Male,In seeing,75
21,9,District - Bargarh  *,Urban,5-9,Male,In seeing,115
21,9,District - Bargarh  *,Urban,10-19,Male,In seeing,233
21,9,District - Bargarh  *,Urban,20-29,Male,In seeing,206
21,9,District - Bargarh  *,Urban,30-39,Male,In seeing,169
21,9,District - Bargarh  *,Urban,40-49,Male,In seeing,148
21,9,District - Bargarh  *,Urban,50-59,Male,In seeing,101
21,9,District - Bargarh  *,Urban,60-69,Male,In seeing,88
21,9,District - Bargarh  *,Urban,70-79,Male,In seeing,62
21,9,District - Bargarh  *,Urban,80-89,Male,In seeing,22
21,9,District - Bargarh  *,Urban,90+,Male,In seeing,9
21,9,District - Bargarh  *,Urban,Age not stated,Male,In seeing,6
21,10,District - Bargarh  *,Rural,0-4,Male,In seeing,631
21,10,District - Bargarh  *,Rural,5-9,Male,In seeing,817
21,10,District - Bargarh  *,Rural,10-19,Male,In seeing,1474
21,10,District - Bargarh  *,Rural,20-29,Male,In seeing,1096
21,10,District - Bargarh  *,Rural,30-39,Male,In seeing,1042
21,10,District - Bargarh  *,Rural,40-49,Male,In seeing,874
21,10,District - Bargarh  *,Rural,50-59,Male,In seeing,629
21,10,District - Bargarh  *,Rural,60-69,Male,In seeing,852
21,10,District - Bargarh  *,Rural,70-79,Male,In seeing,700
21,10,District - Bargarh  *,Rural,80-89,Male,In seeing,288
21,10,District - Bargarh  *,Rural,90+,Male,In seeing,52
21,10,District - Bargarh  *,Rural,Age not stated,Male,In seeing,13
21,10,District - Bargarh  *,Urban,0-4,Male,In seeing,33
21,10,District - Bargarh  *,Urban,5-9,Male,In seeing,47
21,10,District - Bargarh  *,Urban,10-19,Male,In seeing,121
21,10,District - Bargarh  *,Urban,20-29,Male,In seeing,93
21,10,District - Bargarh  *,Urban,30-39,Male,In seeing,57
21,10,District - Bargarh  *,Urban,40-49,Male,In seeing,53
21,10,District - Bargarh  *,Urban,50-59,Male,In seeing,42
21,10,District - Bargarh  *,Urban,60-69,Male,In seeing,36
21,10,District - Bargarh  *,Urban,70-79,Male,In seeing,33
21,10,District - Bargarh  *,Urban,80-89,Male,In seeing,16
21,10,District - Bargarh  *,Urban,90+,Male,In seeing,1
21,10,District - Bargarh  *,Urban,Age not stated,Male,In seeing,1
21,11,District - Bargarh  *,Rural,0-4,Male,In seeing,275
21,11,District - Bargarh  *,Rural,5-9,Male,In seeing,363
21,11,District - Bargarh  *,Rural,10-19,Male,In seeing,724
21,11,District - Bargarh  *,Rural,20-29,Male,In seeing,666
21,11,District - Bargarh  *,Rural,30-39,Male,In seeing,586
21,11,District - Bargarh  *,Rural,40-49,Male,In seeing,488
21,11,District - Bargarh  *,Rural,50-59,Male,In seeing,391
21,11,District - Bargarh  *,Rural,60-69,Male,In seeing,546
21,11,District - Bargarh  *,Rural,70-79,Male,In seeing,562
21,11,District - Bargarh  *,Rural,80-89,Male,In seeing,276
21,11,District - Bargarh  *,Rural,90+,Male,In seeing,43
21,11,District - Bargarh  *,Rural,Age not stated,Male,In seeing,7
21,11,District - Bargarh  *,Urban,0-4,Male,In seeing,54
21,11,District - Bargarh  *,Urban,5-9,Male,In seeing,71
21,11,District - Bargarh  *,Urban,10-19,Male,In seeing,162
21,11,District - Bargarh  *,Urban,20-29,Male,In seeing,172
21,11,District - Bargarh  *,Urban,30-39,Male,In seeing,145
21,11,District - Bargarh  *,Urban,40-49,Male,In seeing,133
21,11,District - Bargarh  *,Urban,50-59,Male,In seeing,74
21,11,District - Bargarh  *,Urban,60-69,Male,In seeing,34
21,11,District - Bargarh  *,Urban,70-79,Male,In seeing,20
21,11,District - Bargarh  *,Urban,80-89,Male,In seeing,9
21,11,District - Bargarh  *,Urban,90+,Male,In seeing,1
21,11,District - Bargarh  *,Urban,Age not stated,Male,In seeing,1
21,12,District - Bargarh  *,Rural,0-4,Male,In seeing,672
21,12,District - Bargarh  *,Rural,5-9,Male,In seeing,862
21,12,District - Bargarh  *,Rural,10-19,Male,In seeing,1738
21,12,District - Bargarh  *,Rural,20-29,Male,In seeing,1628
21,12,District - Bargarh  *,Rural,30-39,Male,In seeing,1483
21,12,District - Bargarh  *,Rural,40-49,Male,In seeing,1169
21,12,District - Bargarh  *,Rural,50-59,Male,In seeing,925
21,12,District - Bargarh  *,Rural,60-69,Male,In seeing,1291
21,12,District - Bargarh  *,Rural,70-79,Male,In seeing,1067
21,12,District - Bargarh  *,Rural,80-89,Male,In seeing,463
21,12,District - Bargarh  *,Rural,90+,Male,In seeing,118
21,12,District - Bargarh  *,Rural,Age not stated,Male,In seeing,30
21,12,District - Bargarh  *,Urban,0-4,Male,In seeing,244
21,12,District - Bargarh  *,Urban,5-9,Male,In seeing,308
21,12,District - Bargarh  *,Urban,10-19,Male,In seeing,734
21,12,District - Bargarh  *,Urban,20-29,Male,In seeing,768
21,12,District - Bargarh  *,Urban,30-39,Male,In seeing,705
21,12,District - Bargarh  *,Urban,40-49,Male,In seeing,564
21,12,District - Bargarh  *,Urban,50-59,Male,In seeing,399
21,12,District - Bargarh  *,Urban,60-69,Male,In seeing,285
21,12,District - Bargarh  *,Urban,70-79,Male,In seeing,175
21,12,District - Bargarh  *,Urban,80-89,Male,In seeing,67
21,12,District - Bargarh  *,Urban,90+,Male,In seeing,20
21,12,District - Bargarh  *,Urban,Age not stated,Male,In seeing,13
21,13,District - Bargarh  *,Rural,0-4,Male,In seeing,762
21,13,District - Bargarh  *,Rural,5-9,Male,In seeing,1034
21,13,District - Bargarh  *,Rural,10-19,Male,In seeing,2164
21,13,District - Bargarh  *,Rural,20-29,Male,In seeing,1829
21,13,District - Bargarh  *,Rural,30-39,Male,In seeing,1835
21,13,District - Bargarh  *,Rural,40-49,Male,In seeing,1583
21,13,District - Bargarh  *,Rural,50-59,Male,In seeing,1074
21,13,District - Bargarh  *,Rural,60-69,Male,In seeing,1239
21,13,District - Bargarh  *,Rural,70-79,Male,In seeing,971
21,13,District - Bargarh  *,Rural,80-89,Male,In seeing,340
21,13,District - Bargarh  *,Rural,90+,Male,In seeing,64
21,13,District - Bargarh  *,Rural,Age not stated,Male,In seeing,26
21,13,District - Bargarh  *,Urban,0-4,Male,In seeing,48
21,13,District - Bargarh  *,Urban,5-9,Male,In seeing,53
21,13,District - Bargarh  *,Urban,10-19,Male,In seeing,116
21,13,District - Bargarh  *,Urban,20-29,Male,In seeing,117
21,13,District - Bargarh  *,Urban,30-39,Male,In seeing,143
21,13,District - Bargarh  *,Urban,40-49,Male,In seeing,135
21,13,District - Bargarh  *,Urban,50-59,Male,In seeing,91
21,13,District - Bargarh  *,Urban,60-69,Male,In seeing,42
21,13,District - Bargarh  *,Urban,70-79,Male,In seeing,22
21,13,District - Bargarh  *,Urban,80-89,Male,In seeing,13
21,13,District - Bargarh  *,Urban,90+,Male,In seeing,1
21,13,District - Bargarh  *,Urban,Age not stated,Male,In seeing,3
21,14,District - Bargarh  *,Rural,0-4,Male,In seeing,473
21,14,District - Bargarh  *,Rural,5-9,Male,In seeing,637
21,14,District - Bargarh  *,Rural,10-19,Male,In seeing,1182
21,14,District - Bargarh  *,Rural,20-29,Male,In seeing,937
21,14,District - Bargarh  *,Rural,30-39,Male,In seeing,829
21,14,District - Bargarh  *,Rural,40-49,Male,In seeing,761
21,14,District - Bargarh  *,Rural,50-59,Male,In seeing,566
21,14,District - Bargarh  *,Rural,60-69,Male,In seeing,689
21,14,District - Bargarh  *,Rural,70-79,Male,In seeing,499
21,14,District - Bargarh  *,Rural,80-89,Male,In seeing,183
21,14,District - Bargarh  *,Rural,90+,Male,In seeing,43
21,14,District - Bargarh  *,Rural,Age not stated,Male,In seeing,34
21,14,District - Bargarh  *,Urban,0-4,Male,In seeing,33
21,14,District - Bargarh  *,Urban,5-9,Male,In seeing,57
21,14,District - Bargarh  *,Urban,10-19,Male,In seeing,107
21,14,District - Bargarh  *,Urban,20-29,Male,In seeing,80
21,14,District - Bargarh  *,Urban,30-39,Male,In seeing,75
21,14,District - Bargarh  *,Urban,40-49,Male,In seeing,71
21,14,District - Bargarh  *,Urban,50-59,Male,In seeing,49
21,14,District - Bargarh  *,Urban,60-69,Male,In seeing,44
21,14,District - Bargarh  *,Urban,70-79,Male,In seeing,34
21,14,District - Bargarh  *,Urban,80-89,Male,In seeing,7
21,14,District - Bargarh  *,Urban,90+,Male,In seeing,3
21,14,District - Bargarh  *,Urban,Age not stated,Male,In seeing,1
21,15,District - Bargarh  *,Rural,0-4,Male,In seeing,546
21,15,District - Bargarh  *,Rural,5-9,Male,In seeing,687
21,15,District - Bargarh  *,Rural,10-19,Male,In seeing,1201
21,15,District - Bargarh  *,Rural,20-29,Male,In seeing,1065
21,15,District - Bargarh  *,Rural,30-39,Male,In seeing,1158
21,15,District - Bargarh  *,Rural,40-49,Male,In seeing,916
21,15,District - Bargarh  *,Rural,50-59,Male,In seeing,689
21,15,District - Bargarh  *,Rural,60-69,Male,In seeing,675
21,15,District - Bargarh  *,Rural,70-79,Male,In seeing,448
21,15,District - Bargarh  *,Rural,80-89,Male,In seeing,139
21,15,District - Bargarh  *,Rural,90+,Male,In seeing,35
21,15,District - Bargarh  *,Rural,Age not stated,Male,In seeing,54
21,15,District - Bargarh  *,Urban,0-4,Male,In seeing,80
21,15,District - Bargarh  *,Urban,5-9,Male,In seeing,85
21,15,District - Bargarh  *,Urban,10-19,Male,In seeing,245
21,15,District - Bargarh  *,Urban,20-29,Male,In seeing,230
21,15,District - Bargarh  *,Urban,30-39,Male,In seeing,303
21,15,District - Bargarh  *,Urban,40-49,Male,In seeing,220
21,15,District - Bargarh  *,Urban,50-59,Male,In seeing,113
21,15,District - Bargarh  *,Urban,60-69,Male,In seeing,62
21,15,District - Bargarh  *,Urban,70-79,Male,In seeing,34
21,15,District - Bargarh  *,Urban,80-89,Male,In seeing,9
21,15,District - Bargarh  *,Urban,90+,Male,In seeing,2
21,15,District - Bargarh  *,Urban,Age not stated,Male,In seeing,7
21,16,District - Bargarh  *,Rural,0-4,Male,In seeing,413
21,16,District - Bargarh  *,Rural,5-9,Male,In seeing,552
21,16,District - Bargarh  *,Rural,10-19,Male,In seeing,1057
21,16,District - Bargarh  *,Rural,20-29,Male,In seeing,952
21,16,District - Bargarh  *,Rural,30-39,Male,In seeing,784
21,16,District - Bargarh  *,Rural,40-49,Male,In seeing,771
21,16,District - Bargarh  *,Rural,50-59,Male,In seeing,533
21,16,District - Bargarh  *,Rural,60-69,Male,In seeing,570
21,16,District - Bargarh  *,Rural,70-79,Male,In seeing,455
21,16,District - Bargarh  *,Rural,80-89,Male,In seeing,154
21,16,District - Bargarh  *,Rural,90+,Male,In seeing,49
21,16,District - Bargarh  *,Rural,Age not stated,Male,In seeing,42
21,16,District - Bargarh  *,Urban,0-4,Male,In seeing,22
21,16,District - Bargarh  *,Urban,5-9,Male,In seeing,23
21,16,District - Bargarh  *,Urban,10-19,Male,In seeing,38
21,16,District - Bargarh  *,Urban,20-29,Male,In seeing,36
21,16,District - Bargarh  *,Urban,30-39,Male,In seeing,29
21,16,District - Bargarh  *,Urban,40-49,Male,In seeing,40
21,16,District - Bargarh  *,Urban,50-59,Male,In seeing,22
21,16,District - Bargarh  *,Urban,60-69,Male,In seeing,18
21,16,District - Bargarh  *,Urban,70-79,Male,In seeing,13
21,16,District - Bargarh  *,Urban,80-89,Male,In seeing,6
21,16,District - Bargarh  *,Urban,90+,Male,In seeing,1
21,16,District - Bargarh  *,Urban,Age not stated,Male,In seeing,2
21,17,District - Bargarh  *,Rural,0-4,Male,In seeing,865
21,17,District - Bargarh  *,Rural,5-9,Male,In seeing,1038
21,17,District - Bargarh  *,Rural,10-19,Male,In seeing,2081
21,17,District - Bargarh  *,Rural,20-29,Male,In seeing,1571
21,17,District - Bargarh  *,Rural,30-39,Male,In seeing,1456
21,17,District - Bargarh  *,Rural,40-49,Male,In seeing,1232
21,17,District - Bargarh  *,Rural,50-59,Male,In seeing,977
21,17,District - Bargarh  *,Rural,60-69,Male,In seeing,957
21,17,District - Bargarh  *,Rural,70-79,Male,In seeing,705
21,17,District - Bargarh  *,Rural,80-89,Male,In seeing,257
21,17,District - Bargarh  *,Rural,90+,Male,In seeing,55
21,17,District - Bargarh  *,Rural,Age not stated,Male,In seeing,57
21,17,District - Bargarh  *,Urban,0-4,Male,In seeing,464
21,17,District - Bargarh  *,Urban,5-9,Male,In seeing,666
21,17,District - Bargarh  *,Urban,10-19,Male,In seeing,1625
21,17,District - Bargarh  *,Urban,20-29,Male,In seeing,1629
21,17,District - Bargarh  *,Urban,30-39,Male,In seeing,1352
21,17,District - Bargarh  *,Urban,40-49,Male,In seeing,1074
21,17,District - Bargarh  *,Urban,50-59,Male,In seeing,739
21,17,District - Bargarh  *,Urban,60-69,Male,In seeing,416
21,17,District - Bargarh  *,Urban,70-79,Male,In seeing,189
21,17,District - Bargarh  *,Urban,80-89,Male,In seeing,80
21,17,District - Bargarh  *,Urban,90+,Male,In seeing,30
21,17,District - Bargarh  *,Urban,Age not stated,Male,In seeing,50
21,18,District - Bargarh  *,Rural,0-4,Male,In seeing,1185
21,18,District - Bargarh  *,Rural,5-9,Male,In seeing,1530
21,18,District - Bargarh  *,Rural,10-19,Male,In seeing,3101
21,18,District - Bargarh  *,Rural,20-29,Male,In seeing,2117
21,18,District - Bargarh  *,Rural,30-39,Male,In seeing,1665
21,18,District - Bargarh  *,Rural,40-49,Male,In seeing,1349
21,18,District - Bargarh  *,Rural,50-59,Male,In seeing,1084
21,18,District - Bargarh  *,Rural,60-69,Male,In seeing,1285
21,18,District - Bargarh  *,Rural,70-79,Male,In seeing,1226
21,18,District - Bargarh  *,Rural,80-89,Male,In seeing,464
21,18,District - Bargarh  *,Rural,90+,Male,In seeing,84
21,18,District - Bargarh  *,Rural,Age not stated,Male,In seeing,25
21,18,District - Bargarh  *,Urban,0-4,Male,In seeing,120
21,18,District - Bargarh  *,Urban,5-9,Male,In seeing,169
21,18,District - Bargarh  *,Urban,10-19,Male,In seeing,384
21,18,District - Bargarh  *,Urban,20-29,Male,In seeing,342
21,18,District - Bargarh  *,Urban,30-39,Male,In seeing,289
21,18,District - Bargarh  *,Urban,40-49,Male,In seeing,242
21,18,District - Bargarh  *,Urban,50-59,Male,In seeing,153
21,18,District - Bargarh  *,Urban,60-69,Male,In seeing,99
21,18,District - Bargarh  *,Urban,70-79,Male,In seeing,82
21,18,District - Bargarh  *,Urban,80-89,Male,In seeing,37
21,18,District - Bargarh  *,Urban,90+,Male,In seeing,8
