State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,State,City,Gender,Type,Rate
32,3,District - Wayanad  03,Rural,70-79, KERALA, Wayanad,Male,In seeing,317
32,3,District - Wayanad  03,Rural,80-89, KERALA, Wayanad,Male,In seeing,144
32,3,District - Wayanad  03,Rural,90+, KERALA, Wayanad,Male,In seeing,29
32,3,District - Wayanad  03,Rural,Age not stated, KERALA, Wayanad,Male,In seeing,1
32,3,District - Wayanad  03,Urban,0-4, KERALA, Wayanad,Male,In seeing,5
32,3,District - Wayanad  03,Urban,5-9, KERALA, Wayanad,Male,In seeing,9
32,3,District - Wayanad  03,Urban,10-19, KERALA, Wayanad,Male,In seeing,17
32,3,District - Wayanad  03,Urban,20-29, KERALA, Wayanad,Male,In seeing,22
32,3,District - Wayanad  03,Urban,30-39, KERALA, Wayanad,Male,In seeing,17
32,3,District - Wayanad  03,Urban,40-49, KERALA, Wayanad,Male,In seeing,17
32,3,District - Wayanad  03,Urban,50-59, KERALA, Wayanad,Male,In seeing,30
32,3,District - Wayanad  03,Urban,60-69, KERALA, Wayanad,Male,In seeing,18
32,3,District - Wayanad  03,Urban,70-79, KERALA, Wayanad,Male,In seeing,5
32,3,District - Wayanad  03,Urban,80-89, KERALA, Wayanad,Male,In seeing,3
32,3,District - Wayanad  03,Urban,90+, KERALA, Wayanad,Male,In seeing,1
32,3,District - Wayanad  03,Urban,Age not stated, KERALA, Wayanad,Male,In seeing,0
32,4,District - Kozhikode  04,Rural,0-4, KERALA, Kozhikode,Male,In seeing,186
32,4,District - Kozhikode  04,Rural,5-9, KERALA, Kozhikode,Male,In seeing,235
32,4,District - Kozhikode  04,Rural,10-19, KERALA, Kozhikode,Male,In seeing,791
32,4,District - Kozhikode  04,Rural,20-29, KERALA, Kozhikode,Male,In seeing,686
32,4,District - Kozhikode  04,Rural,30-39, KERALA, Kozhikode,Male,In seeing,896
32,4,District - Kozhikode  04,Rural,40-49, KERALA, Kozhikode,Male,In seeing,1443
32,4,District - Kozhikode  04,Rural,50-59, KERALA, Kozhikode,Male,In seeing,1373
32,4,District - Kozhikode  04,Rural,60-69, KERALA, Kozhikode,Male,In seeing,1756
32,4,District - Kozhikode  04,Rural,70-79, KERALA, Kozhikode,Male,In seeing,1409
32,4,District - Kozhikode  04,Rural,80-89, KERALA, Kozhikode,Male,In seeing,624
32,4,District - Kozhikode  04,Rural,90+, KERALA, Kozhikode,Male,In seeing,126
32,4,District - Kozhikode  04,Rural,Age not stated, KERALA, Kozhikode,Male,In seeing,13
32,4,District - Kozhikode  04,Urban,0-4, KERALA, Kozhikode,Male,In seeing,152
32,4,District - Kozhikode  04,Urban,5-9, KERALA, Kozhikode,Male,In seeing,149
32,4,District - Kozhikode  04,Urban,10-19, KERALA, Kozhikode,Male,In seeing,476
32,4,District - Kozhikode  04,Urban,20-29, KERALA, Kozhikode,Male,In seeing,391
32,4,District - Kozhikode  04,Urban,30-39, KERALA, Kozhikode,Male,In seeing,472
32,4,District - Kozhikode  04,Urban,40-49, KERALA, Kozhikode,Male,In seeing,744
32,4,District - Kozhikode  04,Urban,50-59, KERALA, Kozhikode,Male,In seeing,798
32,4,District - Kozhikode  04,Urban,60-69, KERALA, Kozhikode,Male,In seeing,894
32,4,District - Kozhikode  04,Urban,70-79, KERALA, Kozhikode,Male,In seeing,619
32,4,District - Kozhikode  04,Urban,80-89, KERALA, Kozhikode,Male,In seeing,281
32,4,District - Kozhikode  04,Urban,90+, KERALA, Kozhikode,Male,In seeing,29
32,4,District - Kozhikode  04,Urban,Age not stated, KERALA, Kozhikode,Male,In seeing,5
32,5,District - Malappuram  05,Rural,0-4, KERALA, Malappuram,Male,In seeing,673
32,5,District - Malappuram  05,Rural,5-9, KERALA, Malappuram,Male,In seeing,592
32,5,District - Malappuram  05,Rural,10-19, KERALA, Malappuram,Male,In seeing,1667
32,5,District - Malappuram  05,Rural,20-29, KERALA, Malappuram,Male,In seeing,1197
32,5,District - Malappuram  05,Rural,30-39, KERALA, Malappuram,Male,In seeing,1279
32,5,District - Malappuram  05,Rural,40-49, KERALA, Malappuram,Male,In seeing,1899
32,5,District - Malappuram  05,Rural,50-59, KERALA, Malappuram,Male,In seeing,1916
32,5,District - Malappuram  05,Rural,60-69, KERALA, Malappuram,Male,In seeing,2445
32,5,District - Malappuram  05,Rural,70-79, KERALA, Malappuram,Male,In seeing,1621
32,5,District - Malappuram  05,Rural,80-89, KERALA, Malappuram,Male,In seeing,609
32,5,District - Malappuram  05,Rural,90+, KERALA, Malappuram,Male,In seeing,97
32,5,District - Malappuram  05,Rural,Age not stated, KERALA, Malappuram,Male,In seeing,7
32,5,District - Malappuram  05,Urban,0-4, KERALA, Malappuram,Male,In seeing,51
32,5,District - Malappuram  05,Urban,5-9, KERALA, Malappuram,Male,In seeing,61
32,5,District - Malappuram  05,Urban,10-19, KERALA, Malappuram,Male,In seeing,176
32,5,District - Malappuram  05,Urban,20-29, KERALA, Malappuram,Male,In seeing,123
32,5,District - Malappuram  05,Urban,30-39, KERALA, Malappuram,Male,In seeing,125
32,5,District - Malappuram  05,Urban,40-49, KERALA, Malappuram,Male,In seeing,230
32,5,District - Malappuram  05,Urban,50-59, KERALA, Malappuram,Male,In seeing,252
32,5,District - Malappuram  05,Urban,60-69, KERALA, Malappuram,Male,In seeing,305
32,5,District - Malappuram  05,Urban,70-79, KERALA, Malappuram,Male,In seeing,210
32,5,District - Malappuram  05,Urban,80-89, KERALA, Malappuram,Male,In seeing,51
32,5,District - Malappuram  05,Urban,90+, KERALA, Malappuram,Male,In seeing,8
32,5,District - Malappuram  05,Urban,Age not stated, KERALA, Malappuram,Male,In seeing,1
32,6,District - Palakkad  06,Rural,0-4, KERALA, Palakkad,Male,In seeing,285
32,6,District - Palakkad  06,Rural,5-9, KERALA, Palakkad,Male,In seeing,321
32,6,District - Palakkad  06,Rural,10-19, KERALA, Palakkad,Male,In seeing,825
32,6,District - Palakkad  06,Rural,20-29, KERALA, Palakkad,Male,In seeing,894
32,6,District - Palakkad  06,Rural,30-39, KERALA, Palakkad,Male,In seeing,1407
32,6,District - Palakkad  06,Rural,40-49, KERALA, Palakkad,Male,In seeing,1859
32,6,District - Palakkad  06,Rural,50-59, KERALA, Palakkad,Male,In seeing,1714
32,6,District - Palakkad  06,Rural,60-69, KERALA, Palakkad,Male,In seeing,2008
32,6,District - Palakkad  06,Rural,70-79, KERALA, Palakkad,Male,In seeing,1421
32,6,District - Palakkad  06,Rural,80-89, KERALA, Palakkad,Male,In seeing,526
32,6,District - Palakkad  06,Rural,90+, KERALA, Palakkad,Male,In seeing,68
32,6,District - Palakkad  06,Rural,Age not stated, KERALA, Palakkad,Male,In seeing,8
32,6,District - Palakkad  06,Urban,0-4, KERALA, Palakkad,Male,In seeing,45
32,6,District - Palakkad  06,Urban,5-9, KERALA, Palakkad,Male,In seeing,43
32,6,District - Palakkad  06,Urban,10-19, KERALA, Palakkad,Male,In seeing,135
32,6,District - Palakkad  06,Urban,20-29, KERALA, Palakkad,Male,In seeing,150
32,6,District - Palakkad  06,Urban,30-39, KERALA, Palakkad,Male,In seeing,323
32,6,District - Palakkad  06,Urban,40-49, KERALA, Palakkad,Male,In seeing,469
32,6,District - Palakkad  06,Urban,50-59, KERALA, Palakkad,Male,In seeing,447
32,6,District - Palakkad  06,Urban,60-69, KERALA, Palakkad,Male,In seeing,324
32,6,District - Palakkad  06,Urban,70-79, KERALA, Palakkad,Male,In seeing,202
32,6,District - Palakkad  06,Urban,80-89, KERALA, Palakkad,Male,In seeing,63
32,6,District - Palakkad  06,Urban,90+, KERALA, Palakkad,Male,In seeing,8
32,6,District - Palakkad  06,Urban,Age not stated, KERALA, Palakkad,Male,In seeing,1
32,7,District - Thrissur  07,Rural,0-4, KERALA, Thrissur,Male,In seeing,293
32,7,District - Thrissur  07,Rural,5-9, KERALA, Thrissur,Male,In seeing,276
32,7,District - Thrissur  07,Rural,10-19, KERALA, Thrissur,Male,In seeing,777
32,7,District - Thrissur  07,Rural,20-29, KERALA, Thrissur,Male,In seeing,911
32,7,District - Thrissur  07,Rural,30-39, KERALA, Thrissur,Male,In seeing,1791
32,7,District - Thrissur  07,Rural,40-49, KERALA, Thrissur,Male,In seeing,2419
32,7,District - Thrissur  07,Rural,50-59, KERALA, Thrissur,Male,In seeing,1973
32,7,District - Thrissur  07,Rural,60-69, KERALA, Thrissur,Male,In seeing,1728
32,7,District - Thrissur  07,Rural,70-79, KERALA, Thrissur,Male,In seeing,1236
32,7,District - Thrissur  07,Rural,80-89, KERALA, Thrissur,Male,In seeing,446
32,7,District - Thrissur  07,Rural,90+, KERALA, Thrissur,Male,In seeing,59
32,7,District - Thrissur  07,Rural,Age not stated, KERALA, Thrissur,Male,In seeing,7
32,7,District - Thrissur  07,Urban,0-4, KERALA, Thrissur,Male,In seeing,97
32,7,District - Thrissur  07,Urban,5-9, KERALA, Thrissur,Male,In seeing,95
32,7,District - Thrissur  07,Urban,10-19, KERALA, Thrissur,Male,In seeing,285
32,7,District - Thrissur  07,Urban,20-29, KERALA, Thrissur,Male,In seeing,398
32,7,District - Thrissur  07,Urban,30-39, KERALA, Thrissur,Male,In seeing,701
32,7,District - Thrissur  07,Urban,40-49, KERALA, Thrissur,Male,In seeing,1019
32,7,District - Thrissur  07,Urban,50-59, KERALA, Thrissur,Male,In seeing,759
32,7,District - Thrissur  07,Urban,60-69, KERALA, Thrissur,Male,In seeing,630
32,7,District - Thrissur  07,Urban,70-79, KERALA, Thrissur,Male,In seeing,403
32,7,District - Thrissur  07,Urban,80-89, KERALA, Thrissur,Male,In seeing,135
32,7,District - Thrissur  07,Urban,90+, KERALA, Thrissur,Male,In seeing,16
32,7,District - Thrissur  07,Urban,Age not stated, KERALA, Thrissur,Male,In seeing,6
32,8,District - Ernakulam  08,Rural,0-4, KERALA, Ernakulam,Male,In seeing,219
32,8,District - Ernakulam  08,Rural,5-9, KERALA, Ernakulam,Male,In seeing,209
32,8,District - Ernakulam  08,Rural,10-19, KERALA, Ernakulam,Male,In seeing,607
32,8,District - Ernakulam  08,Rural,20-29, KERALA, Ernakulam,Male,In seeing,744
32,8,District - Ernakulam  08,Rural,30-39, KERALA, Ernakulam,Male,In seeing,1383
32,8,District - Ernakulam  08,Rural,40-49, KERALA, Ernakulam,Male,In seeing,1930
32,8,District - Ernakulam  08,Rural,50-59, KERALA, Ernakulam,Male,In seeing,1442
32,8,District - Ernakulam  08,Rural,60-69, KERALA, Ernakulam,Male,In seeing,1368
32,8,District - Ernakulam  08,Rural,70-79, KERALA, Ernakulam,Male,In seeing,940
32,8,District - Ernakulam  08,Rural,80-89, KERALA, Ernakulam,Male,In seeing,465
32,8,District - Ernakulam  08,Rural,90+, KERALA, Ernakulam,Male,In seeing,83
32,8,District - Ernakulam  08,Rural,Age not stated, KERALA, Ernakulam,Male,In seeing,5
32,8,District - Ernakulam  08,Urban,0-4, KERALA, Ernakulam,Male,In seeing,189
32,8,District - Ernakulam  08,Urban,5-9, KERALA, Ernakulam,Male,In seeing,230
32,8,District - Ernakulam  08,Urban,10-19, KERALA, Ernakulam,Male,In seeing,576
32,8,District - Ernakulam  08,Urban,20-29, KERALA, Ernakulam,Male,In seeing,664
32,8,District - Ernakulam  08,Urban,30-39, KERALA, Ernakulam,Male,In seeing,1187
32,8,District - Ernakulam  08,Urban,40-49, KERALA, Ernakulam,Male,In seeing,1528
32,8,District - Ernakulam  08,Urban,50-59, KERALA, Ernakulam,Male,In seeing,1176
32,8,District - Ernakulam  08,Urban,60-69, KERALA, Ernakulam,Male,In seeing,940
32,8,District - Ernakulam  08,Urban,70-79, KERALA, Ernakulam,Male,In seeing,613
32,8,District - Ernakulam  08,Urban,80-89, KERALA, Ernakulam,Male,In seeing,198
32,8,District - Ernakulam  08,Urban,90+, KERALA, Ernakulam,Male,In seeing,32
32,8,District - Ernakulam  08,Urban,Age not stated, KERALA, Ernakulam,Male,In seeing,2
32,9,District - Idukki  09,Rural,0-4, KERALA, Idukki,Male,In seeing,165
32,9,District - Idukki  09,Rural,5-9, KERALA, Idukki,Male,In seeing,226
32,9,District - Idukki  09,Rural,10-19, KERALA, Idukki,Male,In seeing,625
32,9,District - Idukki  09,Rural,20-29, KERALA, Idukki,Male,In seeing,846
32,9,District - Idukki  09,Rural,30-39, KERALA, Idukki,Male,In seeing,1440
32,9,District - Idukki  09,Rural,40-49, KERALA, Idukki,Male,In seeing,1599
32,9,District - Idukki  09,Rural,50-59, KERALA, Idukki,Male,In seeing,1218
32,9,District - Idukki  09,Rural,60-69, KERALA, Idukki,Male,In seeing,1072
32,9,District - Idukki  09,Rural,70-79, KERALA, Idukki,Male,In seeing,757
32,9,District - Idukki  09,Rural,80-89, KERALA, Idukki,Male,In seeing,317
32,9,District - Idukki  09,Rural,90+, KERALA, Idukki,Male,In seeing,59
32,9,District - Idukki  09,Rural,Age not stated, KERALA, Idukki,Male,In seeing,6
32,9,District - Idukki  09,Urban,0-4, KERALA, Idukki,Male,In seeing,2
32,9,District - Idukki  09,Urban,5-9, KERALA, Idukki,Male,In seeing,12
32,9,District - Idukki  09,Urban,10-19, KERALA, Idukki,Male,In seeing,28
32,9,District - Idukki  09,Urban,20-29, KERALA, Idukki,Male,In seeing,32
32,9,District - Idukki  09,Urban,30-39, KERALA, Idukki,Male,In seeing,51
32,9,District - Idukki  09,Urban,40-49, KERALA, Idukki,Male,In seeing,47
32,9,District - Idukki  09,Urban,50-59, KERALA, Idukki,Male,In seeing,39
32,9,District - Idukki  09,Urban,60-69, KERALA, Idukki,Male,In seeing,49
32,9,District - Idukki  09,Urban,70-79, KERALA, Idukki,Male,In seeing,44
32,9,District - Idukki  09,Urban,80-89, KERALA, Idukki,Male,In seeing,16
32,9,District - Idukki  09,Urban,90+, KERALA, Idukki,Male,In seeing,3
32,9,District - Idukki  09,Urban,Age not stated, KERALA, Idukki,Male,In seeing,0
32,10,District - Kottayam  10,Rural,0-4, KERALA, Kottayam,Male,In seeing,198
32,10,District - Kottayam  10,Rural,5-9, KERALA, Kottayam,Male,In seeing,198
32,10,District - Kottayam  10,Rural,10-19, KERALA, Kottayam,Male,In seeing,614
32,10,District - Kottayam  10,Rural,20-29, KERALA, Kottayam,Male,In seeing,724
32,10,District - Kottayam  10,Rural,30-39, KERALA, Kottayam,Male,In seeing,1241
32,10,District - Kottayam  10,Rural,40-49, KERALA, Kottayam,Male,In seeing,1679
32,10,District - Kottayam  10,Rural,50-59, KERALA, Kottayam,Male,In seeing,1350
32,10,District - Kottayam  10,Rural,60-69, KERALA, Kottayam,Male,In seeing,1306
32,10,District - Kottayam  10,Rural,70-79, KERALA, Kottayam,Male,In seeing,1076
32,10,District - Kottayam  10,Rural,80-89, KERALA, Kottayam,Male,In seeing,469
32,10,District - Kottayam  10,Rural,90+, KERALA, Kottayam,Male,In seeing,92
32,10,District - Kottayam  10,Rural,Age not stated, KERALA, Kottayam,Male,In seeing,3
32,10,District - Kottayam  10,Urban,0-4, KERALA, Kottayam,Male,In seeing,26
32,10,District - Kottayam  10,Urban,5-9, KERALA, Kottayam,Male,In seeing,36
32,10,District - Kottayam  10,Urban,10-19, KERALA, Kottayam,Male,In seeing,82
32,10,District - Kottayam  10,Urban,20-29, KERALA, Kottayam,Male,In seeing,133
32,10,District - Kottayam  10,Urban,30-39, KERALA, Kottayam,Male,In seeing,330
32,10,District - Kottayam  10,Urban,40-49, KERALA, Kottayam,Male,In seeing,510
32,10,District - Kottayam  10,Urban,50-59, KERALA, Kottayam,Male,In seeing,367
32,10,District - Kottayam  10,Urban,60-69, KERALA, Kottayam,Male,In seeing,319
32,10,District - Kottayam  10,Urban,70-79, KERALA, Kottayam,Male,In seeing,259
32,10,District - Kottayam  10,Urban,80-89, KERALA, Kottayam,Male,In seeing,114
32,10,District - Kottayam  10,Urban,90+, KERALA, Kottayam,Male,In seeing,11
32,10,District - Kottayam  10,Urban,Age not stated, KERALA, Kottayam,Male,In seeing,1
32,11,District - Alappuzha  11,Rural,0-4, KERALA, Alappuzha,Male,In seeing,126
32,11,District - Alappuzha  11,Rural,5-9, KERALA, Alappuzha,Male,In seeing,154
32,11,District - Alappuzha  11,Rural,10-19, KERALA, Alappuzha,Male,In seeing,462
32,11,District - Alappuzha  11,Rural,20-29, KERALA, Alappuzha,Male,In seeing,530
32,11,District - Alappuzha  11,Rural,30-39, KERALA, Alappuzha,Male,In seeing,1118
32,11,District - Alappuzha  11,Rural,40-49, KERALA, Alappuzha,Male,In seeing,1661
32,11,District - Alappuzha  11,Rural,50-59, KERALA, Alappuzha,Male,In seeing,1541
32,11,District - Alappuzha  11,Rural,60-69, KERALA, Alappuzha,Male,In seeing,1592
32,11,District - Alappuzha  11,Rural,70-79, KERALA, Alappuzha,Male,In seeing,1185
32,11,District - Alappuzha  11,Rural,80-89, KERALA, Alappuzha,Male,In seeing,512
32,11,District - Alappuzha  11,Rural,90+, KERALA, Alappuzha,Male,In seeing,61
32,11,District - Alappuzha  11,Rural,Age not stated, KERALA, Alappuzha,Male,In seeing,8
32,11,District - Alappuzha  11,Urban,0-4, KERALA, Alappuzha,Male,In seeing,94
32,11,District - Alappuzha  11,Urban,5-9, KERALA, Alappuzha,Male,In seeing,86
32,11,District - Alappuzha  11,Urban,10-19, KERALA, Alappuzha,Male,In seeing,198
32,11,District - Alappuzha  11,Urban,20-29, KERALA, Alappuzha,Male,In seeing,252
32,11,District - Alappuzha  11,Urban,30-39, KERALA, Alappuzha,Male,In seeing,576
32,11,District - Alappuzha  11,Urban,40-49, KERALA, Alappuzha,Male,In seeing,812
32,11,District - Alappuzha  11,Urban,50-59, KERALA, Alappuzha,Male,In seeing,624
32,11,District - Alappuzha  11,Urban,60-69, KERALA, Alappuzha,Male,In seeing,664
32,11,District - Alappuzha  11,Urban,70-79, KERALA, Alappuzha,Male,In seeing,515
32,11,District - Alappuzha  11,Urban,80-89, KERALA, Alappuzha,Male,In seeing,158
32,11,District - Alappuzha  11,Urban,90+, KERALA, Alappuzha,Male,In seeing,16
32,11,District - Alappuzha  11,Urban,Age not stated, KERALA, Alappuzha,Male,In seeing,4
32,12,District - Pathanamthitta  12,Rural,0-4, KERALA, Pathanamthitta,Male,In seeing,136
32,12,District - Pathanamthitta  12,Rural,5-9, KERALA, Pathanamthitta,Male,In seeing,137
32,12,District - Pathanamthitta  12,Rural,10-19, KERALA, Pathanamthitta,Male,In seeing,444
32,12,District - Pathanamthitta  12,Rural,20-29, KERALA, Pathanamthitta,Male,In seeing,473
32,12,District - Pathanamthitta  12,Rural,30-39, KERALA, Pathanamthitta,Male,In seeing,749
32,12,District - Pathanamthitta  12,Rural,40-49, KERALA, Pathanamthitta,Male,In seeing,1000
32,12,District - Pathanamthitta  12,Rural,50-59, KERALA, Pathanamthitta,Male,In seeing,881
32,12,District - Pathanamthitta  12,Rural,60-69, KERALA, Pathanamthitta,Male,In seeing,965
32,12,District - Pathanamthitta  12,Rural,70-79, KERALA, Pathanamthitta,Male,In seeing,766
32,12,District - Pathanamthitta  12,Rural,80-89, KERALA, Pathanamthitta,Male,In seeing,352
32,12,District - Pathanamthitta  12,Rural,90+, KERALA, Pathanamthitta,Male,In seeing,81
32,12,District - Pathanamthitta  12,Rural,Age not stated, KERALA, Pathanamthitta,Male,In seeing,4
32,12,District - Pathanamthitta  12,Urban,0-4, KERALA, Pathanamthitta,Male,In seeing,16
32,12,District - Pathanamthitta  12,Urban,5-9, KERALA, Pathanamthitta,Male,In seeing,15
32,12,District - Pathanamthitta  12,Urban,10-19, KERALA, Pathanamthitta,Male,In seeing,47
32,12,District - Pathanamthitta  12,Urban,20-29, KERALA, Pathanamthitta,Male,In seeing,49
32,12,District - Pathanamthitta  12,Urban,30-39, KERALA, Pathanamthitta,Male,In seeing,58
32,12,District - Pathanamthitta  12,Urban,40-49, KERALA, Pathanamthitta,Male,In seeing,64
32,12,District - Pathanamthitta  12,Urban,50-59, KERALA, Pathanamthitta,Male,In seeing,58
32,12,District - Pathanamthitta  12,Urban,60-69, KERALA, Pathanamthitta,Male,In seeing,70
32,12,District - Pathanamthitta  12,Urban,70-79, KERALA, Pathanamthitta,Male,In seeing,54
32,12,District - Pathanamthitta  12,Urban,80-89, KERALA, Pathanamthitta,Male,In seeing,34
32,12,District - Pathanamthitta  12,Urban,90+, KERALA, Pathanamthitta,Male,In seeing,5
32,12,District - Pathanamthitta  12,Urban,Age not stated, KERALA, Pathanamthitta,Male,In seeing,1
32,13,District - Kollam  13,Rural,0-4, KERALA, Kollam,Male,In seeing,263
32,13,District - Kollam  13,Rural,5-9, KERALA, Kollam,Male,In seeing,298
32,13,District - Kollam  13,Rural,10-19, KERALA, Kollam,Male,In seeing,852
32,13,District - Kollam  13,Rural,20-29, KERALA, Kollam,Male,In seeing,925
32,13,District - Kollam  13,Rural,30-39, KERALA, Kollam,Male,In seeing,1245
32,13,District - Kollam  13,Rural,40-49, KERALA, Kollam,Male,In seeing,1863
32,13,District - Kollam  13,Rural,50-59, KERALA, Kollam,Male,In seeing,1808
32,13,District - Kollam  13,Rural,60-69, KERALA, Kollam,Male,In seeing,2169
32,13,District - Kollam  13,Rural,70-79, KERALA, Kollam,Male,In seeing,1705
32,13,District - Kollam  13,Rural,80-89, KERALA, Kollam,Male,In seeing,707
32,13,District - Kollam  13,Rural,90+, KERALA, Kollam,Male,In seeing,129
32,13,District - Kollam  13,Rural,Age not stated, KERALA, Kollam,Male,In seeing,5
32,13,District - Kollam  13,Urban,0-4, KERALA, Kollam,Male,In seeing,85
32,13,District - Kollam  13,Urban,5-9, KERALA, Kollam,Male,In seeing,89
32,13,District - Kollam  13,Urban,10-19, KERALA, Kollam,Male,In seeing,249
32,13,District - Kollam  13,Urban,20-29, KERALA, Kollam,Male,In seeing,293
32,13,District - Kollam  13,Urban,30-39, KERALA, Kollam,Male,In seeing,356
32,13,District - Kollam  13,Urban,40-49, KERALA, Kollam,Male,In seeing,512
32,13,District - Kollam  13,Urban,50-59, KERALA, Kollam,Male,In seeing,475
32,13,District - Kollam  13,Urban,60-69, KERALA, Kollam,Male,In seeing,526
32,13,District - Kollam  13,Urban,70-79, KERALA, Kollam,Male,In seeing,428
32,13,District - Kollam  13,Urban,80-89, KERALA, Kollam,Male,In seeing,139
32,13,District - Kollam  13,Urban,90+, KERALA, Kollam,Male,In seeing,18
32,13,District - Kollam  13,Urban,Age not stated, KERALA, Kollam,Male,In seeing,3
32,14,District - Thiruvananthapuram  14,Rural,0-4, KERALA, Thiruvananthapuram,Male,In seeing,444
32,14,District - Thiruvananthapuram  14,Rural,5-9, KERALA, Thiruvananthapuram,Male,In seeing,532
32,14,District - Thiruvananthapuram  14,Rural,10-19, KERALA, Thiruvananthapuram,Male,In seeing,1357
32,14,District - Thiruvananthapuram  14,Rural,20-29, KERALA, Thiruvananthapuram,Male,In seeing,1329
