Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,13,6,District-Phek,Rural,90+,3,12,5,0,0,2,1,0,0
C4920,13,6,District-Phek,Rural,Age Not Stated,0,0,0,0,0,0,0,1,0
C4920,13,6,District-Phek,Urban,0-4,0,1,1,0,1,0,0,0,0
C4920,13,6,District-Phek,Urban,5-9,0,2,3,2,0,2,1,1,1
C4920,13,6,District-Phek,Urban,10-19,4,4,5,5,1,4,1,0,2
C4920,13,6,District-Phek,Urban,20-29,2,0,0,1,3,3,1,3,3
C4920,13,6,District-Phek,Urban,30-39,1,3,2,1,1,4,2,4,2
C4920,13,6,District-Phek,Urban,40-49,1,1,2,2,0,0,0,2,2
C4920,13,6,District-Phek,Urban,50-59,1,1,1,4,1,3,5,1,0
C4920,13,6,District-Phek,Urban,60-69,0,2,3,1,0,0,3,0,1
C4920,13,6,District-Phek,Urban,70-79,0,1,0,0,0,1,3,0,1
C4920,13,6,District-Phek,Urban,80-89,0,0,1,0,0,0,1,0,0
C4920,13,6,District-Phek,Urban,90+,0,0,0,0,0,1,0,0,0
C4920,13,6,District-Phek,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,7,District-Tuensang,Rural,0-4,5,16,14,0,3,6,4,1,1
C4920,13,7,District-Tuensang,Rural,5-9,12,17,11,18,17,14,6,4,3
C4920,13,7,District-Tuensang,Rural,10-19,22,64,47,41,25,47,23,19,8
C4920,13,7,District-Tuensang,Rural,20-29,15,51,44,35,23,35,13,16,10
C4920,13,7,District-Tuensang,Rural,30-39,15,61,51,29,34,19,14,12,10
C4920,13,7,District-Tuensang,Rural,40-49,25,95,55,39,45,28,14,7,15
C4920,13,7,District-Tuensang,Rural,50-59,17,94,58,21,25,22,13,10,13
C4920,13,7,District-Tuensang,Rural,60-69,20,68,59,13,13,20,19,7,4
C4920,13,7,District-Tuensang,Rural,70-79,21,63,38,6,4,13,17,3,5
C4920,13,7,District-Tuensang,Rural,80-89,12,39,25,3,1,7,14,1,0
C4920,13,7,District-Tuensang,Rural,90+,9,17,7,0,0,6,3,0,0
C4920,13,7,District-Tuensang,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,7,District-Tuensang,Urban,0-4,0,19,26,0,0,3,0,0,0
C4920,13,7,District-Tuensang,Urban,5-9,2,14,18,1,0,2,2,0,0
C4920,13,7,District-Tuensang,Urban,10-19,7,19,11,7,2,7,7,0,3
C4920,13,7,District-Tuensang,Urban,20-29,1,17,46,2,2,7,4,3,1
C4920,13,7,District-Tuensang,Urban,30-39,1,46,34,1,3,6,4,1,3
C4920,13,7,District-Tuensang,Urban,40-49,0,22,10,3,2,4,3,1,2
C4920,13,7,District-Tuensang,Urban,50-59,1,9,9,2,2,3,4,0,0
C4920,13,7,District-Tuensang,Urban,60-69,0,4,2,0,2,1,4,0,0
C4920,13,7,District-Tuensang,Urban,70-79,0,3,3,0,1,0,0,0,0
C4920,13,7,District-Tuensang,Urban,80-89,0,4,2,0,0,0,0,0,1
C4920,13,7,District-Tuensang,Urban,90+,2,1,0,0,0,1,1,0,0
C4920,13,7,District-Tuensang,Urban,Age Not Stated,0,1,0,0,0,0,0,0,0
C4920,13,8,District-Longleng,Rural,0-4,1,11,2,1,0,3,0,1,0
C4920,13,8,District-Longleng,Rural,5-9,5,9,11,5,1,4,1,2,3
C4920,13,8,District-Longleng,Rural,10-19,12,18,14,7,5,10,7,5,5
C4920,13,8,District-Longleng,Rural,20-29,5,15,14,7,2,12,6,5,1
C4920,13,8,District-Longleng,Rural,30-39,4,24,19,3,4,3,2,9,2
C4920,13,8,District-Longleng,Rural,40-49,10,14,21,2,0,4,4,4,5
C4920,13,8,District-Longleng,Rural,50-59,8,35,17,1,2,7,3,5,2
C4920,13,8,District-Longleng,Rural,60-69,8,32,19,1,1,4,1,0,4
C4920,13,8,District-Longleng,Rural,70-79,5,20,15,0,1,3,6,0,5
C4920,13,8,District-Longleng,Rural,80-89,7,12,7,0,0,1,1,1,0
C4920,13,8,District-Longleng,Rural,90+,4,10,1,0,0,2,0,0,1
C4920,13,8,District-Longleng,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,8,District-Longleng,Urban,0-4,1,0,1,0,0,1,0,0,0
C4920,13,8,District-Longleng,Urban,5-9,0,0,1,2,1,0,1,0,0
C4920,13,8,District-Longleng,Urban,10-19,3,2,2,2,1,4,0,1,2
C4920,13,8,District-Longleng,Urban,20-29,0,0,0,1,0,4,4,1,1
C4920,13,8,District-Longleng,Urban,30-39,0,0,1,1,1,1,0,0,0
C4920,13,8,District-Longleng,Urban,40-49,1,2,2,0,0,0,1,0,0
C4920,13,8,District-Longleng,Urban,50-59,1,3,6,0,0,1,0,0,0
C4920,13,8,District-Longleng,Urban,60-69,1,8,3,1,1,1,0,0,0
C4920,13,8,District-Longleng,Urban,70-79,1,2,2,0,0,2,0,0,0
C4920,13,8,District-Longleng,Urban,80-89,1,1,1,0,0,0,0,0,0
C4920,13,8,District-Longleng,Urban,90+,0,1,0,0,0,0,0,0,0
C4920,13,8,District-Longleng,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Rural,0-4,4,4,1,0,0,3,1,0,0
C4920,13,9,District-Kiphire,Rural,5-9,3,2,5,1,3,10,0,0,1
C4920,13,9,District-Kiphire,Rural,10-19,6,13,10,5,10,14,13,5,6
C4920,13,9,District-Kiphire,Rural,20-29,3,12,12,8,6,9,3,6,4
C4920,13,9,District-Kiphire,Rural,30-39,3,10,3,5,10,6,1,4,8
C4920,13,9,District-Kiphire,Rural,40-49,9,23,16,15,16,10,4,5,5
C4920,13,9,District-Kiphire,Rural,50-59,15,14,17,6,2,9,10,2,3
C4920,13,9,District-Kiphire,Rural,60-69,7,5,11,1,1,5,7,0,1
C4920,13,9,District-Kiphire,Rural,70-79,8,11,8,0,0,3,9,0,2
C4920,13,9,District-Kiphire,Rural,80-89,5,6,4,0,0,1,0,0,0
C4920,13,9,District-Kiphire,Rural,90+,2,3,2,0,0,2,0,0,0
C4920,13,9,District-Kiphire,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Urban,0-4,1,1,2,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Urban,5-9,1,0,0,2,1,0,0,0,0
C4920,13,9,District-Kiphire,Urban,10-19,2,6,2,2,2,0,3,0,2
C4920,13,9,District-Kiphire,Urban,20-29,0,3,2,1,0,3,2,0,0
C4920,13,9,District-Kiphire,Urban,30-39,0,2,1,1,1,1,3,1,2
C4920,13,9,District-Kiphire,Urban,40-49,1,3,0,2,3,2,3,2,1
C4920,13,9,District-Kiphire,Urban,50-59,3,4,2,0,2,2,0,1,1
C4920,13,9,District-Kiphire,Urban,60-69,2,1,3,1,0,0,1,0,0
C4920,13,9,District-Kiphire,Urban,70-79,1,0,1,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Urban,80-89,0,0,0,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Urban,90+,0,1,0,0,0,0,0,0,0
C4920,13,9,District-Kiphire,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,13,10,District-Kohima,Rural,0-4,1,9,6,1,0,4,3,1,1
C4920,13,10,District-Kohima,Rural,5-9,7,9,13,8,6,3,2,3,1
C4920,13,10,District-Kohima,Rural,10-19,15,33,30,20,9,26,15,7,13
C4920,13,10,District-Kohima,Rural,20-29,13,24,22,9,14,15,18,21,11
C4920,13,10,District-Kohima,Rural,30-39,16,43,23,13,7,28,16,23,12
C4920,13,10,District-Kohima,Rural,40-49,20,23,27,12,5,13,15,6,13
C4920,13,10,District-Kohima,Rural,50-59,17,31,19,7,9,15,11,6,10
C4920,13,10,District-Kohima,Rural,60-69,19,30,12,5,3,15,12,3,7
C4920,13,10,District-Kohima,Rural,70-79,16,29,23,3,4,7,15,2,3
C4920,13,10,District-Kohima,Rural,80-89,5,19,21,0,1,2,6,2,0
C4920,13,10,District-Kohima,Rural,90+,3,6,8,0,1,1,5,0,0
C4920,13,10,District-Kohima,Rural,Age Not Stated,1,4,0,0,0,0,0,0,1
C4920,13,10,District-Kohima,Urban,0-4,1,2,2,0,2,1,1,0,1
C4920,13,10,District-Kohima,Urban,5-9,2,3,3,5,8,12,11,1,1
C4920,13,10,District-Kohima,Urban,10-19,10,24,15,9,6,22,11,10,8
C4920,13,10,District-Kohima,Urban,20-29,14,18,7,9,2,19,16,15,7
C4920,13,10,District-Kohima,Urban,30-39,6,11,5,5,3,23,13,9,12
C4920,13,10,District-Kohima,Urban,40-49,9,17,8,4,2,11,7,5,7
C4920,13,10,District-Kohima,Urban,50-59,6,19,4,3,3,14,11,6,5
C4920,13,10,District-Kohima,Urban,60-69,4,7,8,2,0,10,4,4,3
C4920,13,10,District-Kohima,Urban,70-79,2,5,5,0,0,3,8,0,0
C4920,13,10,District-Kohima,Urban,80-89,1,8,6,0,0,3,6,1,1
C4920,13,10,District-Kohima,Urban,90+,1,3,4,0,1,0,2,0,0
C4920,13,10,District-Kohima,Urban,Age Not Stated,0,0,0,0,1,0,0,0,0
C4920,13,11,District-Peren,Rural,0-4,2,7,13,2,0,2,3,2,0
C4920,13,11,District-Peren,Rural,5-9,10,18,8,9,1,9,3,2,3
C4920,13,11,District-Peren,Rural,10-19,16,32,33,16,10,12,18,18,11
C4920,13,11,District-Peren,Rural,20-29,14,26,23,6,8,9,7,18,8
C4920,13,11,District-Peren,Rural,30-39,21,22,21,7,5,12,11,12,13
C4920,13,11,District-Peren,Rural,40-49,24,19,15,2,2,8,5,7,3
C4920,13,11,District-Peren,Rural,50-59,29,18,17,1,2,5,9,5,6
C4920,13,11,District-Peren,Rural,60-69,19,22,14,4,3,8,9,4,5
C4920,13,11,District-Peren,Rural,70-79,5,18,6,0,1,5,10,2,3
C4920,13,11,District-Peren,Rural,80-89,5,4,6,0,0,3,3,0,0
C4920,13,11,District-Peren,Rural,90+,1,3,4,0,0,2,1,0,0
C4920,13,11,District-Peren,Rural,Age Not Stated,1,0,0,0,0,0,0,0,0
C4920,13,11,District-Peren,Urban,0-4,0,1,0,0,0,0,0,0,0
C4920,13,11,District-Peren,Urban,5-9,0,1,0,1,1,1,0,0,1
C4920,13,11,District-Peren,Urban,10-19,1,4,2,3,1,2,1,2,1
C4920,13,11,District-Peren,Urban,20-29,0,0,1,3,3,0,2,2,1
C4920,13,11,District-Peren,Urban,30-39,1,0,1,1,1,1,0,4,0
C4920,13,11,District-Peren,Urban,40-49,1,2,1,0,0,1,0,1,0
C4920,13,11,District-Peren,Urban,50-59,0,0,0,0,0,1,1,2,1
C4920,13,11,District-Peren,Urban,60-69,2,2,2,0,0,1,1,1,0
C4920,13,11,District-Peren,Urban,70-79,0,0,0,0,0,1,0,0,0
C4920,13,11,District-Peren,Urban,80-89,0,1,3,0,0,0,0,0,0
C4920,13,11,District-Peren,Urban,90+,0,0,0,0,0,0,0,0,0
C4920,13,11,District-Peren,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
