Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,11,3,District-South District,Urban,5-9,2,2,1,1,1,0,2,0,0
C4920,11,3,District-South District,Urban,10-19,2,7,7,0,5,3,2,1,6
C4920,11,3,District-South District,Urban,20-29,3,6,4,1,1,5,0,3,0
C4920,11,3,District-South District,Urban,30-39,9,3,11,1,4,3,2,0,2
C4920,11,3,District-South District,Urban,40-49,9,10,8,4,2,3,2,1,0
C4920,11,3,District-South District,Urban,50-59,2,5,4,0,3,2,1,0,0
C4920,11,3,District-South District,Urban,60-69,0,6,5,1,1,3,0,0,1
C4920,11,3,District-South District,Urban,70-79,2,3,2,1,0,1,0,0,0
C4920,11,3,District-South District,Urban,80-89,1,1,2,0,0,0,0,0,0
C4920,11,3,District-South District,Urban,90+,0,0,1,0,0,0,0,0,0
C4920,11,3,District-South District,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,11,4,District-East District,Rural,0-4,7,20,12,4,3,7,8,2,3
C4920,11,4,District-East District,Rural,5-9,13,29,36,13,9,10,10,6,5
C4920,11,4,District-East District,Rural,10-19,50,82,64,34,28,37,24,20,28
C4920,11,4,District-East District,Rural,20-29,51,124,103,45,47,50,33,35,19
C4920,11,4,District-East District,Rural,30-39,27,147,87,51,52,56,35,17,27
C4920,11,4,District-East District,Rural,40-49,52,96,112,33,36,50,35,23,33
C4920,11,4,District-East District,Rural,50-59,78,93,86,28,24,58,47,15,28
C4920,11,4,District-East District,Rural,60-69,72,96,84,19,12,47,49,12,13
C4920,11,4,District-East District,Rural,70-79,65,97,63,8,6,48,28,9,1
C4920,11,4,District-East District,Rural,80-89,37,37,35,1,2,23,14,1,0
C4920,11,4,District-East District,Rural,90+,6,4,7,0,1,5,4,0,1
C4920,11,4,District-East District,Rural,Age Not Stated,1,0,1,0,0,0,0,0,0
C4920,11,4,District-East District,Urban,0-4,1,12,11,0,1,5,0,0,1
C4920,11,4,District-East District,Urban,5-9,5,19,11,3,5,2,1,8,1
C4920,11,4,District-East District,Urban,10-19,12,34,28,17,13,11,12,16,11
C4920,11,4,District-East District,Urban,20-29,24,42,45,23,23,19,10,19,10
C4920,11,4,District-East District,Urban,30-39,9,46,45,19,14,14,10,19,11
C4920,11,4,District-East District,Urban,40-49,11,49,39,22,22,16,29,14,11
C4920,11,4,District-East District,Urban,50-59,20,39,26,10,12,32,18,8,5
C4920,11,4,District-East District,Urban,60-69,17,20,13,7,7,15,12,5,3
C4920,11,4,District-East District,Urban,70-79,10,20,11,1,1,6,3,2,3
C4920,11,4,District-East District,Urban,80-89,3,13,4,1,2,3,5,0,1
C4920,11,4,District-East District,Urban,90+,0,3,1,0,0,0,2,0,1
C4920,11,4,District-East District,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
