Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,16,2,District-South Tripura ,Urban,5-9,9,6,7,11,8,7,4,5,4
C4920,16,2,District-South Tripura ,Urban,10-19,14,12,12,20,15,30,15,24,11
C4920,16,2,District-South Tripura ,Urban,20-29,20,35,15,25,13,46,46,28,17
C4920,16,2,District-South Tripura ,Urban,30-39,26,48,28,21,10,51,26,30,20
C4920,16,2,District-South Tripura ,Urban,40-49,42,48,28,10,6,52,13,30,24
C4920,16,2,District-South Tripura ,Urban,50-59,43,28,21,7,6,54,24,28,20
C4920,16,2,District-South Tripura ,Urban,60-69,40,29,18,5,5,33,14,14,12
C4920,16,2,District-South Tripura ,Urban,70-79,22,20,19,1,1,16,12,3,4
C4920,16,2,District-South Tripura ,Urban,80-89,9,5,9,1,0,10,8,1,4
C4920,16,2,District-South Tripura ,Urban,90+,1,3,3,0,0,4,8,1,2
C4920,16,2,District-South Tripura ,Urban,Age Not Stated,0,0,0,0,1,1,1,0,3
C4920,16,3,District-Dhalai,Rural,0-4,17,29,19,2,2,9,9,21,6
C4920,16,3,District-Dhalai,Rural,5-9,33,42,48,39,17,26,24,24,18
C4920,16,3,District-Dhalai,Rural,10-19,62,93,86,65,53,86,79,72,56
C4920,16,3,District-Dhalai,Rural,20-29,46,115,78,47,35,115,54,66,45
C4920,16,3,District-Dhalai,Rural,30-39,56,93,71,27,27,70,35,76,33
C4920,16,3,District-Dhalai,Rural,40-49,71,65,58,28,22,98,50,59,48
C4920,16,3,District-Dhalai,Rural,50-59,67,70,56,10,6,77,39,22,36
C4920,16,3,District-Dhalai,Rural,60-69,74,70,98,9,4,91,95,24,29
C4920,16,3,District-Dhalai,Rural,70-79,64,56,62,3,1,84,98,6,16
C4920,16,3,District-Dhalai,Rural,80-89,48,24,25,0,1,30,53,6,3
C4920,16,3,District-Dhalai,Rural,90+,16,10,10,1,1,20,15,1,1
C4920,16,3,District-Dhalai,Rural,Age Not Stated,1,0,0,0,0,0,0,0,0
C4920,16,3,District-Dhalai,Urban,0-4,2,0,0,0,0,1,3,0,0
C4920,16,3,District-Dhalai,Urban,5-9,4,4,2,3,4,6,2,0,0
C4920,16,3,District-Dhalai,Urban,10-19,6,8,6,3,2,13,11,8,4
C4920,16,3,District-Dhalai,Urban,20-29,10,9,8,8,5,21,11,6,6
C4920,16,3,District-Dhalai,Urban,30-39,7,8,6,8,3,21,10,9,13
C4920,16,3,District-Dhalai,Urban,40-49,7,5,8,8,4,21,13,15,6
C4920,16,3,District-Dhalai,Urban,50-59,7,5,6,3,3,31,12,7,10
C4920,16,3,District-Dhalai,Urban,60-69,9,7,8,3,3,30,13,5,8
C4920,16,3,District-Dhalai,Urban,70-79,8,3,4,0,0,9,23,2,3
C4920,16,3,District-Dhalai,Urban,80-89,3,0,4,0,0,2,12,2,1
C4920,16,3,District-Dhalai,Urban,90+,0,2,1,0,0,0,5,0,2
C4920,16,3,District-Dhalai,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,16,4,District-North Tripura,Rural,0-4,48,63,57,7,6,40,26,11,17
C4920,16,4,District-North Tripura,Rural,5-9,49,61,51,46,36,74,48,26,20
C4920,16,4,District-North Tripura,Rural,10-19,126,141,136,90,72,128,111,94,68
C4920,16,4,District-North Tripura,Rural,20-29,93,175,129,65,72,178,119,106,93
C4920,16,4,District-North Tripura,Rural,30-39,105,197,95,53,41,137,76,110,78
C4920,16,4,District-North Tripura,Rural,40-49,95,107,100,30,16,120,69,99,85
C4920,16,4,District-North Tripura,Rural,50-59,75,72,69,21,15,115,49,48,56
C4920,16,4,District-North Tripura,Rural,60-69,72,72,75,16,8,89,57,20,25
C4920,16,4,District-North Tripura,Rural,70-79,78,54,51,3,7,48,36,8,10
C4920,16,4,District-North Tripura,Rural,80-89,21,23,23,2,4,17,23,4,3
C4920,16,4,District-North Tripura,Rural,90+,7,7,9,2,2,4,10,0,1
C4920,16,4,District-North Tripura,Rural,Age Not Stated,0,1,0,0,0,0,0,0,0
C4920,16,4,District-North Tripura,Urban,0-4,7,1,4,0,1,6,6,2,0
C4920,16,4,District-North Tripura,Urban,5-9,6,9,7,6,6,9,8,2,4
C4920,16,4,District-North Tripura,Urban,10-19,26,12,12,26,8,31,21,25,19
C4920,16,4,District-North Tripura,Urban,20-29,21,87,19,10,24,34,20,31,14
C4920,16,4,District-North Tripura,Urban,30-39,16,44,15,10,10,32,16,33,22
C4920,16,4,District-North Tripura,Urban,40-49,28,41,18,6,9,33,15,34,20
C4920,16,4,District-North Tripura,Urban,50-59,20,17,16,12,5,33,19,16,10
C4920,16,4,District-North Tripura,Urban,60-69,17,12,14,8,1,32,23,7,7
C4920,16,4,District-North Tripura,Urban,70-79,15,14,12,3,2,15,16,5,4
C4920,16,4,District-North Tripura,Urban,80-89,7,4,8,0,1,6,6,1,2
C4920,16,4,District-North Tripura,Urban,90+,2,1,5,0,0,1,5,0,0
C4920,16,4,District-North Tripura,Urban,Age Not Stated,0,0,0,0,0,0,0,0,0
