Table Name,State Code,Distt.Code,Area Name,Total/Rural/Urban,Age-group,In seeing Persons Males,In Hearing Persons Males,In Hearing Persons Females,In Speech Males,In Speech Females,In Movement Males,In Movement  Females,Mental Persons Males,Mental Persons Females
C4920,34,2,District-Puducherry,Urban,5-9,23,82,58,37,35,64,32,92,50
C4920,34,2,District-Puducherry,Urban,10-19,80,148,127,72,67,162,100,207,152
C4920,34,2,District-Puducherry,Urban,20-29,100,168,158,78,98,350,291,200,162
C4920,34,2,District-Puducherry,Urban,30-39,128,238,259,96,85,541,338,183,144
C4920,34,2,District-Puducherry,Urban,40-49,131,251,226,92,65,502,305,115,140
C4920,34,2,District-Puducherry,Urban,50-59,168,207,258,47,46,442,259,70,67
C4920,34,2,District-Puducherry,Urban,60-69,124,199,256,34,36,305,234,30,42
C4920,34,2,District-Puducherry,Urban,70-79,85,153,211,9,15,209,169,12,27
C4920,34,2,District-Puducherry,Urban,80-89,37,74,88,3,8,50,90,5,9
C4920,34,2,District-Puducherry,Urban,90+,7,11,18,1,2,6,9,0,1
C4920,34,2,District-Puducherry,Urban,Age Not Stated,0,0,1,0,0,2,0,0,1
C4920,34,3,District-Mahe,Rural,0-4,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,5-9,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,10-19,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,20-29,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,30-39,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,40-49,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,50-59,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,60-69,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,70-79,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,80-89,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,90+,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Rural,Age Not Stated,0,0,0,0,0,0,0,0,0
C4920,34,3,District-Mahe,Urban,0-4,1,0,1,0,0,0,1,0,1
C4920,34,3,District-Mahe,Urban,5-9,3,3,0,1,2,5,1,1,3
C4920,34,3,District-Mahe,Urban,10-19,6,4,2,3,2,7,2,11,5
C4920,34,3,District-Mahe,Urban,20-29,5,4,5,4,2,9,7,11,9
C4920,34,3,District-Mahe,Urban,30-39,1,2,6,5,9,15,15,11,8
C4920,34,3,District-Mahe,Urban,40-49,9,6,6,3,5,14,9,7,5
C4920,34,3,District-Mahe,Urban,50-59,7,4,7,5,1,10,9,9,11
C4920,34,3,District-Mahe,Urban,60-69,3,4,7,2,4,25,13,8,7
C4920,34,3,District-Mahe,Urban,70-79,2,6,10,0,0,6,9,0,3
C4920,34,3,District-Mahe,Urban,80-89,2,0,3,0,0,3,6,0,0
C4920,34,3,District-Mahe,Urban,90+,0,0,0,0,0,1,0,0,0
C4920,34,3,District-Mahe,Urban,Age Not Stated,0,0,1,1,0,0,0,0,0
C4920,34,4,District-Karaikal,Rural,0-4,5,10,9,0,1,6,11,5,1
C4920,34,4,District-Karaikal,Rural,5-9,7,15,9,8,7,12,12,8,11
C4920,34,4,District-Karaikal,Rural,10-19,16,27,25,20,16,34,19,33,31
C4920,34,4,District-Karaikal,Rural,20-29,18,36,26,20,19,56,28,28,19
C4920,34,4,District-Karaikal,Rural,30-39,7,40,31,16,11,83,56,31,22
C4920,34,4,District-Karaikal,Rural,40-49,30,39,37,18,13,95,54,27,16
C4920,34,4,District-Karaikal,Rural,50-59,36,37,52,6,10,77,35,17,17
C4920,34,4,District-Karaikal,Rural,60-69,32,24,41,7,6,69,37,4,6
C4920,34,4,District-Karaikal,Rural,70-79,15,29,28,5,2,37,20,2,1
C4920,34,4,District-Karaikal,Rural,80-89,10,13,14,1,0,16,6,0,0
C4920,34,4,District-Karaikal,Rural,90+,1,2,1,0,0,2,3,0,0
C4920,34,4,District-Karaikal,Rural,Age Not Stated,0,1,0,0,0,1,0,0,0
C4920,34,4,District-Karaikal,Urban,0-4,6,10,6,5,0,5,0,1,1
C4920,34,4,District-Karaikal,Urban,5-9,8,9,14,6,5,8,7,17,2
C4920,34,4,District-Karaikal,Urban,10-19,16,18,24,9,10,27,20,35,19
C4920,34,4,District-Karaikal,Urban,20-29,16,14,30,18,16,57,33,30,21
C4920,34,4,District-Karaikal,Urban,30-39,18,21,19,18,17,75,44,34,30
C4920,34,4,District-Karaikal,Urban,40-49,25,36,34,14,13,66,33,22,20
C4920,34,4,District-Karaikal,Urban,50-59,19,32,26,5,3,74,43,21,11
C4920,34,4,District-Karaikal,Urban,60-69,18,17,44,4,0,51,49,8,9
C4920,34,4,District-Karaikal,Urban,70-79,10,10,19,0,3,24,30,2,4
C4920,34,4,District-Karaikal,Urban,80-89,4,8,7,0,0,13,14,0,0
C4920,34,4,District-Karaikal,Urban,90+,2,0,3,0,0,1,1,0,0
C4920,34,4,District-Karaikal,Urban,Age Not Stated,1,0,0,0,0,0,1,0,0
